id,family_id,star_count
2050899,11706,0
2050902,11706,0
2050905,11706,0
2050906,11706,0
2050909,11706,0
2050911,11706,0
2050917,11706,0
2050926,11706,0
2050952,11706,0
2050958,11706,0
2283320,11706,0
2285646,11706,0
2307329,11706,0
2383551,11706,0
2717439,11706,0
2740871,11706,0
2819615,11706,0
3230667,11706,0
3574460,11706,0
3627862,11706,0
3871381,11706,0
3912055,11706,0
3949425,11706,0
4039580,11706,0
4133647,11706,0
4157726,11706,1
4357745,11706,0
4394959,11706,0
4883300,11706,0
4974795,11706,0
5322471,11706,2829
5511501,11706,0
5893450,11706,0
6481475,11706,0
6606437,11706,0
6720331,11706,0
6938234,11706,0
8075535,11706,0
8344505,11706,0
8424061,11706,0
8933046,11706,0
9114990,11706,0
9666290,11706,0
9773360,11706,0
9775168,11706,0
9983682,11706,0
10040727,11706,0
10171753,11706,0
10220753,11706,0
10335849,11706,0
11031030,11706,0
11833980,11706,0
12859718,11706,0
13617017,11706,0
13657340,11706,0
13933232,11706,0
14122320,11706,0
14342243,11706,0
14487847,11706,0
15601470,11706,0
16405929,11706,0
16557118,11706,0
16705582,11706,0
17110630,11706,1
17404361,11706,0
18139024,11706,0
18164830,11706,0
18205813,11706,0
18365763,11706,0
18443638,11706,0
18616383,11706,0
19238443,11706,0
19711597,11706,0
20528034,11706,0
20585079,11706,0
21762006,11706,0
22133754,11706,0
22421115,11706,0
22733651,11706,0
24307136,11706,0
24356343,11706,0
24905680,11706,0
24998585,11706,1
26007473,11706,0
26227797,11706,0
27909236,11706,0
29180623,11706,0
29475120,11706,0
29975931,11706,1
30719784,11706,0
31300969,11706,0
31855003,11706,0
32118122,11706,0
34401900,11706,0
34528079,11706,0
34590506,11706,0
34895529,11706,0
35089874,11706,0
35684769,11706,0
36426968,11706,0
37170232,11706,0
37811722,11706,0
38175715,11706,0
39092938,11706,0
39288071,11706,0
39501881,11706,0
40981550,11706,0
41441135,11706,0
44232792,11706,0
44400636,11706,0
45027818,11706,0
45300099,11706,0
45445411,11706,0
45500958,11706,0
46800993,11706,0
49282401,11706,0
49290665,11706,0
49334216,11706,0
49501860,11706,0
49859734,11706,0
51019923,11706,0
51212180,11706,0
51327746,11706,0
52231554,11706,0
52552780,11706,0
54130422,11706,0
55636789,11706,0
56051193,11706,0
57803521,11706,0
57961987,11706,0
59523655,11706,0
62548701,11706,8
64237059,11706,0
64453189,11706,0
64612853,11706,0
64636213,11706,0
66047717,11706,0
66207104,11706,0
67118324,11706,0
68641717,11706,0
68726453,11706,0
68946302,11706,0
73057562,11706,0
75925778,11706,0
76155376,11706,0
76648265,11706,0
79918297,11706,0
84549937,11706,0
86132537,11706,0
87220633,11706,0
89450106,11706,0
90923560,11706,0
98925521,11706,0
105426874,11706,0
108394363,11706,0
116197689,11706,0
121452037,11706,0
123130782,11706,0
123234768,11706,0
126732790,11706,0
13235,13235,5959
35595,13235,1
35635,13235,0
35636,13235,0
382666,13235,0
386093,13235,0
417239,13235,0
432624,13235,0
664380,13235,0
1429860,13235,0
1628534,13235,0
1663718,13235,0
1784840,13235,0
1784865,13235,0
2328924,13235,0
2379169,13235,3
2716145,13235,0
2804028,13235,0
2934565,13235,0
3044192,13235,0
3615317,13235,0
3856290,13235,0
4092712,13235,0
4123925,13235,0
5174983,13235,0
5237925,13235,0
5412911,13235,0
5498054,13235,0
5646279,13235,0
6465240,13235,0
6741764,13235,0
6876781,13235,0
7555452,13235,0
7594563,13235,0
8334159,13235,0
8536710,13235,0
8814119,13235,0
8940813,13235,14
9720776,13235,1
10009128,13235,0
10520081,13235,1
10628928,13235,0
10724953,13235,0
10734856,13235,0
10742784,13235,0
11708374,13235,6
11711467,13235,0
11794321,13235,0
12744938,13235,0
12896122,13235,0
13005456,13235,0
13092576,13235,0
13354528,13235,0
13392733,13235,0
13454089,13235,0
13461049,13235,0
13472569,13235,0
13518565,13235,0
13534338,13235,0
13541523,13235,0
13575497,13235,0
13576154,13235,0
13720960,13235,56
14318112,13235,0
14525097,13235,0
14568390,13235,0
14676441,13235,0
15962316,13235,0
16294155,13235,0
16422853,13235,0
16485694,13235,0
16526047,13235,0
16595953,13235,0
17291108,13235,0
17508914,13235,2
17633144,13235,0
17998899,13235,0
18387783,13235,0
18461886,13235,0
18722263,13235,0
18722542,13235,0
18846298,13235,0
18907232,13235,0
19031356,13235,0
19483294,13235,0
20328849,13235,0
20378461,13235,0
20517358,13235,0
20864448,13235,0
21002112,13235,0
21071344,13235,0
21135837,13235,0
21434419,13235,0
21447020,13235,0
21629175,13235,2
21808506,13235,0
22017772,13235,0
22093345,13235,0
22504353,13235,0
23496045,13235,0
24344597,13235,0
25127265,13235,1
25835484,13235,0
25873981,13235,0
26465418,13235,0
26665447,13235,0
26981272,13235,0
27110698,13235,0
27335764,13235,0
27774328,13235,0
28365313,13235,0
28514508,13235,0
29015104,13235,0
29119935,13235,0
29366844,13235,0
30132511,13235,0
30408943,13235,0
30810926,13235,0
31105165,13235,0
31324796,13235,0
31788511,13235,0
31806857,13235,0
32343033,13235,0
32874711,13235,0
33492464,13235,0
37683906,13235,0
40205111,13235,0
44166830,13235,0
45120817,13235,0
48501642,13235,0
51638148,13235,0
52267117,13235,0
53189194,13235,0
56352952,13235,0
57583312,13235,0
58371870,13235,0
58692157,13235,0
60259043,13235,0
64003813,13235,0
65932119,13235,0
69037517,13235,0
70434850,13235,0
72400105,13235,0
80254258,13235,0
81673824,13235,0
83255845,13235,0
86136099,13235,0
86349934,13235,0
86356243,13235,0
86458732,13235,0
88932220,13235,0
89469874,13235,0
89985618,13235,0
91158087,13235,0
92554150,13235,0
98145441,13235,0
100033710,13235,0
101520857,13235,0
103893839,13235,0
104581606,13235,0
105747699,13235,0
108057074,13235,0
109684056,13235,0
109992121,13235,0
112022705,13235,0
112118549,13235,0
113607703,13235,0
114485605,13235,0
118759839,13235,0
16897,16897,177
1021424,16897,0
1602049,16897,1
2368315,16897,0
2640069,16897,0
2974287,16897,0
3746494,16897,0
6760494,16897,0
7920406,16897,0
8874890,16897,0
9232676,16897,0
10806128,16897,0
12174543,16897,0
12594443,16897,0
15263698,16897,0
18004468,16897,0
19094207,16897,0
20374,20374,3559
238354,20374,0
290020,20374,0
293516,20374,0
390811,20374,0
425900,20374,1
508365,20374,0
508367,20374,0
883381,20374,0
990482,20374,0
997866,20374,0
2113788,20374,0
2113805,20374,0
2113817,20374,0
2113822,20374,0
2113832,20374,0
2113843,20374,0
2272178,20374,0
3898584,20374,0
3900549,20374,0
4159231,20374,0
4768283,20374,1
5345287,20374,0
7079589,20374,0
7242036,20374,0
7429885,20374,0
7464652,20374,0
7599352,20374,0
7803532,20374,0
7968639,20374,0
7992127,20374,0
8177311,20374,0
8307749,20374,0
8432548,20374,0
8485457,20374,0
8803789,20374,0
8860227,20374,0
9375603,20374,0
9524167,20374,0
9530835,20374,0
9754606,20374,0
10038890,20374,0
10111651,20374,0
10166156,20374,1
10242378,20374,0
10260375,20374,0
10281356,20374,0
10347047,20374,0
10543378,20374,0
10851953,20374,0
10912055,20374,0
11099629,20374,0
11104388,20374,0
11143815,20374,0
11455279,20374,0
11529438,20374,0
11529440,20374,0
11770060,20374,0
11775116,20374,0
11824966,20374,0
12182895,20374,0
12680358,20374,0
12906922,20374,0
13086970,20374,0
13527829,20374,0
13601819,20374,0
14216555,20374,0
14556880,20374,0
14624171,20374,0
15170069,20374,0
16386616,20374,0
16681949,20374,0
16746606,20374,0
16928559,20374,0
17150707,20374,0
17430249,20374,0
17481206,20374,0
17772005,20374,0
17939294,20374,0
18128676,20374,0
18718395,20374,0
18827356,20374,0
18909291,20374,0
19100514,20374,0
19469023,20374,0
19951980,20374,0
20821816,20374,0
21064000,20374,0
21166739,20374,0
21180373,20374,0
21257299,20374,0
21522810,20374,0
21875409,20374,0
22178463,20374,0
22211320,20374,0
24199763,20374,0
24200755,20374,0
24212339,20374,0
24945954,20374,0
24999876,20374,0
25484752,20374,0
27638508,20374,0
27698784,20374,0
27880376,20374,0
28857451,20374,0
28904111,20374,0
29134739,20374,0
29171587,20374,0
30043202,20374,0
30560413,20374,0
30772970,20374,0
31204915,20374,0
31484576,20374,0
31495964,20374,0
31930503,20374,0
32625184,20374,0
34291654,20374,0
35655308,20374,0
36655913,20374,0
36807994,20374,0
37250439,20374,0
38203113,20374,0
38874163,20374,0
41857375,20374,0
42765365,20374,0
43408089,20374,0
43536459,20374,0
46428447,20374,0
49197646,20374,0
49397171,20374,0
49512006,20374,0
49761551,20374,0
49953725,20374,0
50301311,20374,0
52415000,20374,0
53632341,20374,0
55146226,20374,0
58765910,20374,0
58950690,20374,0
59998364,20374,0
61547920,20374,0
62839041,20374,0
65450786,20374,0
67540102,20374,0
68850983,20374,0
69289436,20374,0
72970816,20374,0
73997024,20374,0
74797551,20374,0
76485830,20374,0
78562246,20374,0
79568025,20374,0
81085366,20374,0
81283399,20374,0
85641826,20374,0
86389046,20374,0
86389128,20374,0
86842901,20374,0
95361641,20374,0
96903505,20374,0
101699118,20374,0
101739379,20374,0
103042082,20374,0
111795076,20374,0
114202863,20374,0
116787446,20374,0
117738157,20374,0
121996468,20374,0
125297464,20374,0
125529658,20374,0
125672660,20374,0
22461,22461,33
22463,22461,0
1095948,22461,1
2584574,22461,0
2584575,22461,1
2584581,22461,0
2584583,22461,0
2584587,22461,0
2689846,22461,0
2887239,22461,0
3492272,22461,0
4029707,22461,0
4153846,22461,0
4242712,22461,0
5543368,22461,0
6157078,22461,0
6287654,22461,0
9658296,22461,0
10936530,22461,0
10971485,22461,0
12106439,22461,0
15230462,22461,0
17729919,22461,0
19504505,22461,0
35031679,22461,0
46611446,22461,0
77946776,22461,0
87589700,22461,0
101962800,22461,0
26259,26259,1385
59886,26259,0
81960,26259,0
113688,26259,0
135388,26259,0
142167,26259,0
238912,26259,0
249427,26259,0
256315,26259,0
262220,26259,0
262616,26259,0
267374,26259,0
270624,26259,0
307576,26259,0
308067,26259,0
308594,26259,0
320473,26259,1
322720,26259,1
342851,26259,0
380204,26259,0
387616,26259,0
423268,26259,0
463425,26259,0
515153,26259,0
536446,26259,0
540474,26259,0
542529,26259,0
574684,26259,0
715091,26259,0
1049664,26259,1
1049666,26259,0
1350486,26259,0
1380829,26259,0
1411015,26259,0
1427084,26259,0
1427103,26259,0
1427104,26259,0
1430359,26259,0
1498096,26259,2
1498122,26259,1
1498123,26259,1
1498125,26259,2
1498175,26259,1
1498183,26259,1
1498195,26259,2
1498210,26259,1
1498216,26259,1
1498218,26259,1
1498225,26259,1
1498239,26259,1
1498243,26259,1
1498466,26259,1
1498469,26259,1
1498487,26259,1
1498498,26259,1
1498516,26259,1
1498527,26259,1
1498530,26259,1
1498578,26259,1
1624088,26259,0
1805894,26259,0
1905510,26259,0
1905899,26259,0
1910156,26259,0
2358965,26259,0
2361108,26259,0
2413218,26259,0
2475791,26259,0
3046873,26259,0
3067877,26259,0
3117758,26259,0
3263168,26259,0
3429833,26259,6
3538058,26259,0
3775932,26259,0
3782423,26259,0
4028193,26259,0
4101377,26259,0
4363990,26259,0
4414979,26259,0
4636950,26259,0
4663904,26259,0
4676986,26259,0
4717190,26259,0
4827667,26259,0
4833503,26259,0
5078431,26259,0
5213014,26259,0
5215501,26259,0
5222325,26259,0
5409552,26259,0
5425352,26259,0
5811525,26259,0
6464396,26259,0
6510939,26259,0
7197683,26259,0
7211582,26259,0
7238706,26259,0
7250047,26259,0
7579945,26259,0
7637284,26259,0
7718429,26259,0
7774930,26259,0
8486113,26259,0
9581850,26259,0
10514078,26259,0
10548457,26259,0
11601841,26259,0
11758799,26259,0
11899296,26259,0
12047877,26259,0
16476474,26259,2
16609225,26259,0
17301709,26259,0
17875868,26259,0
17893510,26259,0
19398684,26259,0
20022242,26259,0
20409550,26259,0
20423620,26259,0
21404827,26259,0
21723880,26259,0
21861999,26259,0
24997962,26259,0
25072354,26259,0
26591288,26259,0
27494933,26259,0
30446864,26259,0
30466972,26259,0
30853970,26259,0
32403675,26259,0
33676926,26259,0
34344674,26259,0
36756445,26259,0
37083192,26259,0
41307314,26259,0
45659299,26259,0
47479444,26259,0
50029423,26259,0
50968972,26259,0
53427262,26259,6
54072633,26259,0
57134939,26259,0
60349458,26259,0
61351648,26259,2
61603702,26259,0
63050602,26259,0
66752865,26259,0
68123833,26259,0
69910511,26259,0
70841256,26259,0
70883763,26259,0
71159283,26259,0
71273303,26259,0
71533332,26259,0
73902937,26259,0
78727753,26259,0
79178474,26259,0
83162016,26259,0
92683263,26259,0
92739264,26259,0
97042659,26259,0
103353007,26259,0
104739912,26259,0
107410942,26259,0
107546209,26259,0
108858545,26259,0
111631830,26259,0
111828396,26259,0
114719808,26259,0
116082164,26259,0
119114296,26259,0
120378704,26259,0
120770013,26259,0
120770797,26259,0
29408,29408,13
449574,29408,0
809855,29408,0
1504714,29408,0
2398374,29408,0
2971594,29408,0
4846234,29408,0
10482530,29408,0
13385920,29408,0
13630267,29408,0
14041601,29408,0
16206677,29408,0
18484355,29408,0
21113811,29408,0
36503825,29408,0
41805962,29408,0
30254,30254,569
229017,30254,2
236922,30254,2
240273,30254,0
282817,30254,1
378834,30254,0
1653026,30254,0
1913476,30254,2
2007817,30254,0
2007818,30254,0
4812182,30254,2
5028905,30254,0
6723276,30254,1
6998610,30254,0
10510087,30254,0
11408215,30254,1
12444958,30254,0
13027836,30254,0
15758078,30254,0
17468781,30254,0
18273292,30254,0
21457216,30254,10
23552300,30254,0
26190801,30254,0
32125591,30254,0
32682280,30254,0
33790293,30254,0
35392059,30254,0
41247491,30254,3
50572374,30254,0
51379199,30254,0
52614956,30254,0
58597177,30254,0
59262831,30254,0
59926072,30254,0
68261790,30254,0
75827329,30254,0
76964493,30254,0
80783868,30254,0
82226491,30254,0
88119010,30254,0
99038073,30254,0
99112737,30254,0
112510816,30254,0
30684,30684,416
1776970,30684,2
1776977,30684,2
1776981,30684,1
1776997,30684,1
1777038,30684,1
1777043,30684,1
1777064,30684,0
1777096,30684,0
1777101,30684,2
4279097,30684,0
4410280,30684,3
4544907,30684,0
5222982,30684,0
6756258,30684,1
7424736,30684,0
9322900,30684,1
9334377,30684,0
11473168,30684,0
11713836,30684,0
16209579,30684,0
17582496,30684,0
24293749,30684,0
57227532,30684,0
58320608,30684,0
73214203,30684,0
75958984,30684,0
79997107,30684,0
36013,36013,309
39823,36013,1
105264,36013,0
281296,36013,0
282913,36013,0
310114,36013,1
405856,36013,0
449050,36013,0
965700,36013,0
1355093,36013,0
1402878,36013,0
1446322,36013,0
1465820,36013,0
1668424,36013,0
1676334,36013,0
1769001,36013,0
1968787,36013,0
2018619,36013,0
2018621,36013,0
2018622,36013,0
2018624,36013,1
2018626,36013,0
2018632,36013,0
2018634,36013,0
2312559,36013,0
2376961,36013,0
3214249,36013,0
3768492,36013,0
4284567,36013,0
4388900,36013,0
4399512,36013,0
4409803,36013,0
5074999,36013,0
5213381,36013,0
5510541,36013,0
6122998,36013,0
6363758,36013,0
6500438,36013,0
6998279,36013,0
7012805,36013,0
7772572,36013,0
7951722,36013,0
7998174,36013,0
8578498,36013,0
8975700,36013,0
9311358,36013,0
9586442,36013,0
10996550,36013,0
12422046,36013,0
12943414,36013,0
13155199,36013,0
14847636,36013,0
15292827,36013,0
15855810,36013,0
16474428,36013,0
19182173,36013,0
19629786,36013,0
19714139,36013,0
20859548,36013,0
22026867,36013,0
22044612,36013,0
22172008,36013,0
23504293,36013,0
24269103,36013,0
31241398,36013,0
31903349,36013,0
39578164,36013,1
58105351,36013,0
83252125,36013,0
90145430,36013,0
41893,41893,108
137086,41893,1
960684,41893,0
1846977,41893,0
2565195,41893,0
3945968,41893,0
4450114,41893,0
5213593,41893,0
6235183,41893,0
6654198,41893,0
6655911,41893,0
7004256,41893,0
8924449,41893,0
10335019,41893,0
11776492,41893,0
42212,42212,32
74187,42212,0
314908,42212,0
361072,42212,0
3017391,42212,0
3634779,42212,0
4112776,42212,0
4162885,42212,0
20662713,42212,0
53216763,42212,0
42463,42463,649
267142,42463,0
324482,42463,1
336407,42463,0
583143,42463,0
851969,42463,0
1144737,42463,0
1387626,42463,0
1387627,42463,1
1842341,42463,1
1913963,42463,0
2074020,42463,0
2074021,42463,0
2074024,42463,0
2074025,42463,0
2074028,42463,0
2074030,42463,0
2074032,42463,0
2074035,42463,0
2074036,42463,0
2074037,42463,0
2074038,42463,0
2074040,42463,0
2074042,42463,0
2074044,42463,0
2074047,42463,0
2074052,42463,0
2575636,42463,0
3224730,42463,0
4399287,42463,0
4576934,42463,1
5730165,42463,0
6006782,42463,0
6129613,42463,0
7016438,42463,0
8920743,42463,0
10148238,42463,1
11232506,42463,0
11540334,42463,0
12905889,42463,7
13967852,42463,0
15137519,42463,0
15773642,42463,0
16046166,42463,0
16208693,42463,0
16769187,42463,0
18249470,42463,0
18764222,42463,0
20258911,42463,0
22483585,42463,0
25001733,42463,3
25156861,42463,0
25980536,42463,0
26058823,42463,0
27004562,42463,0
27725017,42463,0
27855793,42463,0
28921387,42463,0
29297936,42463,0
29970422,42463,0
29970424,42463,0
31196522,42463,0
31787861,42463,0
33091077,42463,0
33092267,42463,0
35385487,42463,0
48165647,42463,0
62570888,42463,0
69423067,42463,0
74573526,42463,0
75282793,42463,0
75483981,42463,0
102488682,42463,0
43494,43494,143
169327,43494,0
213384,43494,0
459386,43494,17
459394,43494,0
2036663,43494,0
4281570,43494,0
4659376,43494,0
5120612,43494,0
6543167,43494,0
11791411,43494,0
13684638,43494,0
18311526,43494,0
34222284,43494,0
46711364,43494,0
50939945,43494,0
59827124,43494,0
92686806,43494,0
110048579,43494,0
46229,46229,14
47753,46229,10
47754,46229,3
71896,46229,16
225241,46229,0
235570,46229,0
407073,46229,1
439446,46229,0
478478,46229,1
775896,46229,3
917401,46229,0
928382,46229,0
1175387,46229,1
1402662,46229,0
1803068,46229,0
2029536,46229,0
48448,48448,155
446541,48448,0
1886770,48448,0
3296921,48448,0
3392890,48448,1
3558918,48448,0
3634014,48448,0
3931969,48448,0
4239376,48448,0
4245677,48448,0
4259056,48448,0
4323420,48448,0
5162840,48448,0
5365748,48448,0
5403444,48448,0
5464182,48448,0
5514699,48448,0
5565781,48448,0
5596328,48448,1
5655376,48448,0
5781366,48448,0
6111002,48448,0
6998744,48448,0
7171464,48448,0
7569427,48448,0
7612273,48448,0
9062443,48448,0
9369946,48448,0
9585801,48448,0
11128898,48448,0
11637150,48448,0
11710479,48448,0
12336205,48448,0
12371492,48448,0
12858935,48448,0
12881510,48448,0
13069171,48448,0
13419063,48448,0
13421433,48448,0
14839374,48448,0
16226677,48448,0
16820719,48448,0
16820720,48448,0
17557903,48448,0
21488010,48448,0
22204159,48448,0
22350053,48448,0
22646272,48448,0
24198993,48448,0
25895426,48448,0
30344584,48448,0
30774880,48448,0
30963607,48448,0
32270978,48448,0
32441574,48448,0
35253312,48448,0
35679306,48448,0
37248634,48448,0
40275123,48448,0
40738688,48448,0
41303174,48448,0
48487,48487,246
271771,48487,0
295409,48487,0
295713,48487,0
307084,48487,0
323038,48487,0
339978,48487,0
353859,48487,0
477021,48487,0
777022,48487,0
1019269,48487,0
1894930,48487,0
2368295,48487,0
2813331,48487,0
2843790,48487,0
2991048,48487,0
3247399,48487,0
3261481,48487,0
3861915,48487,0
4092780,48487,0
4475629,48487,0
5311342,48487,0
9111568,48487,0
9545080,48487,0
11689645,48487,0
13543386,48487,0
14159809,48487,0
17709877,48487,0
18843416,48487,0
19317185,48487,0
19537141,48487,0
19582598,48487,0
25049282,48487,0
28095884,48487,0
39019508,48487,0
45430074,48487,0
94026013,48487,0
94509560,48487,1
49558,49558,219
315976,49558,0
333418,49558,0
2587434,49558,0
2587435,49558,0
2587436,49558,0
2587438,49558,0
5219377,49558,0
10819867,49558,0
32948677,49558,0
52596559,49558,0
55120058,49558,0
79941762,49558,0
91186442,49558,0
98760221,49558,0
121906606,49558,0
54142,54142,3
54237,54142,18
5231721,54142,0
5741757,54142,0
13578362,54142,0
14494722,54142,0
16609849,54142,0
20587720,54142,0
40920897,54142,0
42037455,54142,0
42456103,54142,22
48970989,54142,0
99360634,54142,2
107049385,54142,0
108427686,54142,0
55284,55284,39
4056109,55284,0
8577042,55284,49
10534345,55284,8
13120472,55284,0
30427295,55284,0
35747787,55284,2
35870638,55284,1
40380733,55284,5
96777320,55284,0
96777322,55284,0
58514,58514,237
169620,58514,0
178084,58514,0
246473,58514,0
247335,58514,1
321644,58514,0
345613,58514,0
378456,58514,0
433919,58514,0
450580,58514,0
458893,58514,0
741660,58514,0
2521929,58514,0
2580166,58514,0
3270321,58514,0
3874033,58514,0
4488813,58514,0
5242730,58514,0
6773142,58514,0
11773401,58514,0
11773403,58514,0
13651465,58514,0
16356340,58514,0
21978971,58514,0
23370369,58514,0
26251777,58514,0
28005441,58514,0
29002332,58514,0
31073402,58514,0
31929509,58514,0
34120548,58514,0
37577494,58514,0
38310845,58514,0
42005513,58514,0
42037816,58514,0
42089348,58514,0
50681932,58514,1
58496323,58514,0
72137558,58514,0
60670,60670,22
209073,60670,1
340743,60670,0
352903,60670,0
361365,60670,0
364920,60670,0
378593,60670,0
378681,60670,0
477181,60670,0
2582583,60670,0
2582586,60670,0
2582588,60670,0
2582597,60670,0
2582606,60670,0
2582608,60670,0
2582609,60670,0
2582611,60670,0
2582613,60670,0
2582620,60670,0
2582621,60670,0
2629602,60670,0
2964498,60670,0
3008651,60670,0
3653568,60670,0
4175930,60670,0
4389545,60670,0
4763646,60670,0
4811380,60670,0
4913711,60670,0
5028606,60670,0
5049435,60670,0
5206568,60670,0
5307776,60670,0
5435775,60670,0
5981673,60670,0
6187716,60670,0
6616327,60670,0
7003737,60670,0
7042979,60670,0
7306402,60670,0
7374908,60670,0
7509475,60670,0
7535179,60670,0
7738480,60670,0
7880985,60670,0
10088433,60670,0
11346415,60670,0
12174869,60670,0
12635123,60670,0
12941576,60670,0
14107876,60670,0
14642118,60670,0
18475833,60670,0
21746407,60670,0
34410449,60670,0
63142362,60670,0
63625626,60670,0
70167533,60670,0
61025,61025,832
3693931,61025,0
4349190,61025,0
4362488,61025,0
4406324,61025,0
4464877,61025,1
4783378,61025,0
4861360,61025,0
5782648,61025,0
6503613,61025,0
9310574,61025,0
9576677,61025,0
9772018,61025,0
10757167,61025,0
18856834,61025,0
19841753,61025,0
24231750,61025,0
27742180,61025,0
31968250,61025,0
32672349,61025,0
32916768,61025,0
43911359,61025,0
48054546,61025,0
50642905,61025,0
52690235,61025,0
68845287,61025,0
78891013,61025,0
85696418,61025,0
88644417,61025,0
90143418,61025,0
91926219,61025,0
92813389,61025,0
96281535,61025,0
98818815,61025,0
103614386,61025,0
104077670,61025,0
122929398,61025,0
67118,67118,577
2360313,67118,0
2623527,67118,0
17128214,67118,0
22511218,67118,0
27300852,67118,0
33127835,67118,0
49705361,67118,0
49843454,67118,0
58144310,67118,0
71402269,67118,0
74614968,67118,0
95979352,67118,0
113168555,67118,0
70355,70355,403
886128,70355,0
1032016,70355,0
1345063,70355,0
1353996,70355,0
1659824,70355,2
1857562,70355,0
2268945,70355,0
2344856,70355,1
2345138,70355,0
2356472,70355,0
2584160,70355,0
2647045,70355,0
2756335,70355,0
3050350,70355,0
3147291,70355,0
3292855,70355,1
