,document,topic,gamma
15759,31727878,5,0.443244954
15760,33893561,5,0.506492339
15761,35559660,5,0.519966775
15762,36218426,5,0.608071479
15763,39005221,5,0.457188001
15764,40140771,5,0.641395392
15765,42606550,5,0.697527944
15766,46958393,5,0.845931881
15767,47094269,5,0.787220407
15768,47996198,5,0.648175014
15769,52688983,5,0.745341282
15770,57849144,5,0.461509459
15771,59655027,5,0.342254807
15772,61100400,5,0.929196915
15773,63972332,5,0.374888276
15774,66425012,5,0.966751784
15775,66516242,5,0.592353823
15776,68988201,5,0.319813753
15777,71173715,5,0.620088106
15778,72827410,5,0.96535184
15779,82277238,5,0.437192138
15780,83624608,5,0.634861976
15781,91126924,5,0.79642039
15782,452384,5,0.539212133
15783,1477311,5,0.498806241
15784,2181788,5,0.692282356
15785,2181834,5,0.690555528
15786,2182049,5,0.678759944
15787,5063890,5,0.422759912
15788,7698585,5,0.594094595
15789,12395100,5,0.685540739
15790,14700174,5,0.393350587
15791,17491125,5,0.390113932
15792,19179316,5,0.772587246
15793,19700247,5,0.539082343
15794,19800808,5,0.578958513
15795,20654261,5,0.586560346
15796,21371829,5,0.5454697
15797,21603808,5,0.308907881
15798,22385405,5,0.470865898
15799,23587918,5,0.251287623
15800,24179664,5,0.369627926
15801,24751993,5,0.495386631
15802,24977620,5,0.659459961
15803,25788241,5,0.503486667
15804,26344838,5,0.32946085
15805,27238869,5,0.396014753
15806,28758032,5,0.477438139
15807,29055579,5,0.354874895
15808,30682576,5,0.338320307
15809,33839967,5,0.719995648
15810,35239124,5,0.423928936
15811,35723920,5,0.825181575
15812,36279946,5,0.565858483
15813,40347919,5,0.485381779
15814,40590385,5,0.646042998
15815,42199984,5,0.416635521
15816,42853223,5,0.459989188
15817,44160735,5,0.504695961
15818,48525998,5,0.742618546
15819,48534328,5,0.523119381
15820,53979150,5,0.952701678
15821,55132089,5,0.984943489
15822,56936116,5,0.544621587
15823,56986496,5,0.349883477
15824,58775861,5,0.779378831
15825,60426032,5,0.810542183
15826,61089237,5,0.951442393
15827,61617477,5,0.430531135
15828,64709977,5,0.439379122
15829,64954808,5,0.855958718
15830,65944181,5,0.947019377
15831,67040763,5,0.531295873
15832,72464631,5,0.729281309
15833,72618952,5,0.417624966
15834,73351898,5,0.43543663
15835,76664610,5,0.516795523
15836,78433530,5,0.529934562
15837,80756723,5,0.401215413
15838,82205199,5,0.724484416
15839,82425117,5,0.630336808
15840,86775372,5,0.534314135
15841,87484543,5,0.431825261
15842,89125027,5,0.948695557
15843,90576969,5,0.644685802
15844,91987492,5,0.625190554
15845,93879244,5,0.77485577
15846,94438568,5,0.553786711
15847,55499,5,0.575112976
15848,452253,5,0.442038982
15849,452832,5,0.331731586
15850,2181529,5,0.925002716
15851,2181664,5,0.723333998
15852,2181691,5,0.778469974
15853,2181789,5,0.725459726
15854,2181919,5,0.952875399
15855,2182043,5,0.516430076
15856,2182058,5,0.78888743
15857,2182073,5,0.784880387
15858,2182122,5,0.927846945
15859,2182126,5,0.796580751
15860,2449319,5,0.746894115
15861,2960368,5,0.819499516
15862,3480346,5,0.447678536
15863,5071252,5,0.444766455
15864,5766919,5,0.844823358
15865,5897916,5,0.779242628
15866,8419322,5,0.799969449
15867,8865626,5,0.49312273
15868,9044002,5,0.637570649
15869,10211042,5,0.378296745
15870,10891432,5,0.342473727
15871,10946335,5,0.318120816
15872,11940557,5,0.444893264
15873,11966901,5,0.535724986
15874,14441449,5,0.527692232
15875,22463085,5,0.799888383
15876,22506985,5,0.711891355
15877,22698884,5,0.533327315
15878,25041815,5,0.673581884
15879,26619858,5,0.387350084
15880,28085973,5,0.62989847
15881,30358916,5,0.894282276
15882,31762251,5,0.608862842
15883,32258314,5,0.522363288
15884,34307564,5,0.50842937
15885,37221561,5,0.462957769
15886,38619767,5,0.818933409
15887,40348680,5,0.445563719
15888,44527892,5,0.398398125
15889,45979550,5,0.655542428
15890,47461704,5,0.781702217
15891,50695533,5,0.595446819
15892,51228633,5,0.759619693
15893,53268940,5,0.441313781
15894,53322997,5,0.83792206
15895,55613522,5,0.666105744
15896,56018337,5,0.546966509
15897,57921548,5,0.555720647
15898,58147895,5,0.297418558
15899,58573708,5,0.463821865
15900,58635680,5,0.240044858
15901,60061188,5,0.549648173
15902,60180098,5,0.934247693
15903,64686435,5,0.891291435
15904,65334403,5,0.526810648
15905,65570171,5,0.536636121
15906,66036967,5,0.767870469
15907,66189504,5,0.820862849
15908,66202094,5,0.647258028
15909,67214692,5,0.694830454
15910,67932503,5,0.516760991
15911,68521780,5,0.317305992
15912,69610110,5,0.446205383
15913,69786128,5,0.508596472
15914,69917252,5,0.24879226
15915,74506155,5,0.398209403
15916,74640064,5,0.966128583
15917,75824917,5,0.519586794
15918,76814297,5,0.779632813
15919,81365007,5,0.704605013
15920,85983670,5,0.465835163
15921,88477371,5,0.894282276
15922,88659663,5,0.758951784
15923,88899112,5,0.574421451
15924,88901476,5,0.77257313
15925,93444958,5,0.587426383
15926,97554123,5,0.372188611
15927,2181676,5,0.334521876
15928,2181694,5,0.585231701
15929,2181720,5,0.767284801
15930,2181957,5,0.470945215
15931,2182098,5,0.697408465
15932,2182118,5,0.764343594
15933,3437405,5,0.740773567
15934,6170299,5,0.403271956
15935,6204519,5,0.743929236
15936,6478380,5,0.601853148
15937,6877935,5,0.577084331
15938,6988814,5,0.330997695
15939,8231616,5,0.683468095
15940,10070826,5,0.600441605
15941,10479136,5,0.690736156
15942,10913126,5,0.566589721
15943,12706641,5,0.338091157
15944,12706642,5,0.338091157
15945,14095560,5,0.84256871
15946,14096059,5,0.27893268
15947,14152883,5,0.528832709
15948,15101073,5,0.653730761
15949,19234570,5,0.932032355
15950,19234571,5,0.932032355
15951,20946305,5,0.63166513
15952,21678244,5,0.418027179
15953,23081413,5,0.438670933
15954,25246605,5,0.279726307
15955,25475070,5,0.983279337
15956,25693850,5,0.668770268
15957,26697341,5,0.540739797
15958,28768575,5,0.947532289
15959,29761224,5,0.62038779
15960,30486322,5,0.76901671
15961,33016305,5,0.287057345
15962,35251587,5,0.557791056
15963,41150992,5,0.502520592
15964,42852186,5,0.374340725
15965,44199886,5,0.753804373
15966,47458663,5,0.469124093
15967,48599943,5,0.609108929
15968,48671771,5,0.73059401
15969,48960007,5,0.810501596
15970,49479960,5,0.4936572
15971,49618152,5,0.66653164
15972,49964295,5,0.650263346
15973,50186146,5,0.373912432
15974,50535061,5,0.666378739
15975,52316856,5,0.381572285
15976,52731605,5,0.411739912
15977,52762222,5,0.577008116
15978,53766606,5,0.957354444
15979,54392760,5,0.586713905
15980,55556278,5,0.534760778
15981,55969590,5,0.238805693
15982,56574985,5,0.691157586
15983,56840597,5,0.826748936
15984,57832430,5,0.921053492
15985,58545182,5,0.60619613
15986,59562416,5,0.356392825
15987,61584151,5,0.827278546
15988,63739329,5,0.667132596
15989,63853225,5,0.603671139
15990,64729167,5,0.433339686
15991,66214159,5,0.857653128
15992,66499158,5,0.521286061
15993,68618171,5,0.632211059
15994,69201198,5,0.469288908
15995,71439409,5,0.758546985
15996,72167769,5,0.507954576
15997,74313493,5,0.569793625
15998,74475422,5,0.483916165
15999,76792673,5,0.956796271
16000,76947162,5,0.466760824
16001,77685673,5,0.522773032
16002,78665046,5,0.758194791
16003,81373062,5,0.621606886
16004,83377181,5,0.553928249
16005,84546817,5,0.779273093
16006,84742485,5,0.817022777
16007,89854924,5,0.627049199
16008,90509004,5,0.699105912
16009,91976979,5,0.688306428
16010,93948749,5,0.691031281
16011,95134376,5,0.987835578
16012,96061450,5,0.571334613
16013,98239391,5,0.68260588
16014,98791656,5,0.828513631
16015,634163,5,0.715993838
16016,1211450,5,0.455897497
16017,1343354,5,0.54743534
16018,1653069,5,0.456825389
16019,2181477,5,0.978026053
16020,2181519,5,0.77144191
16021,2181536,5,0.669583573
16022,2181740,5,0.709502944
16023,2181786,5,0.794722093
16024,2181858,5,0.662848361
16025,2181897,5,0.982683913
16026,2182013,5,0.778085462
16027,2185087,5,0.894401715
16028,2185090,5,0.894401715
16029,2185091,5,0.894401715
16030,5024535,5,0.988009652
16031,6260472,5,0.35330951
16032,7564260,5,0.813876324
16033,8171178,5,0.655064591
16034,8290273,5,0.437471453
16035,8862795,5,0.674499733
16036,8900184,5,0.402603661
16037,8984326,5,0.498555925
16038,12412961,5,0.271062711
16039,13702592,5,0.313087337
16040,13916208,5,0.380406063
16041,14012078,5,0.699737332
16042,14389159,5,0.80486086
16043,15103798,5,0.560502847
16044,15181504,5,0.61820368
16045,16999801,5,0.692906806
16046,17982806,5,0.865175568
16047,18833587,5,0.781942756
16048,19525142,5,0.65707718
16049,21726374,5,0.662627036
16050,22006380,5,0.60013911
16051,22071784,5,0.396658978
16052,22994650,5,0.349410678
16053,24009184,5,0.887645228
16054,24636737,5,0.415349822
16055,29100749,5,0.581367692
16056,30816226,5,0.2735377
16057,31848214,5,0.868614494
16058,32923137,5,0.613055414
16059,33263031,5,0.405502165
16060,33392216,5,0.339521465
16061,33431769,5,0.231635935
16062,34691544,5,0.392642518
16063,35193078,5,0.500038541
16064,36587901,5,0.675262438
16065,38095998,5,0.414747039
16066,38765723,5,0.885576657
16067,39557441,5,0.427823339
16068,41122800,5,0.419640973
16069,41689468,5,0.866444319
16070,42370579,5,0.52595372
16071,44619037,5,0.631461265
16072,44932657,5,0.543209937
16073,46126301,5,0.867453971
16074,46208147,5,0.571276766
16075,46223127,5,0.419111057
16076,46396797,5,0.59092788
16077,47244561,5,0.7413538
16078,50611960,5,0.397201339
16079,50891792,5,0.65916967
16080,50931792,5,0.71363155
16081,53258058,5,0.489037256
16082,53887369,5,0.391051188
16083,54140295,5,0.527808918
16084,55612309,5,0.748202602
16085,56339662,5,0.669770544
16086,56955853,5,0.549523539
16087,60369070,5,0.381253697
16088,61245623,5,0.791168361
16089,62897359,5,0.582164537
16090,62910914,5,0.668747011
16091,63113529,5,0.789406261
16092,63217570,5,0.568448424
16093,63232586,5,0.540372949
16094,63637546,5,0.71434168
16095,65895151,5,0.876046866
16096,67122050,5,0.892573899
16097,67479340,5,0.622757614
16098,68179302,5,0.628749375
16099,68433336,5,0.835341333
16100,68502163,5,0.720383341
16101,68815762,5,0.65136276
16102,70056142,5,0.919200815
16103,71029282,5,0.721099377
16104,72447768,5,0.586148291
16105,72471424,5,0.738792112
16106,77366340,5,0.875284608
16107,77522265,5,0.638635008
16108,78211240,5,0.739658834
16109,79668871,5,0.414513966
16110,81924429,5,0.495285573
16111,82036928,5,0.497578381
16112,82640545,5,0.343075746
16113,83139876,5,0.541102226
16114,83663638,5,0.49384
16115,84217469,5,0.593831701
16116,85389591,5,0.55851729
16117,86082444,5,0.517676959
16118,87820567,5,0.417095623
16119,88565704,5,0.61626044
16120,93411312,5,0.390152361
16121,94110241,5,0.35575809
16122,95486846,5,0.984787155
16123,96148483,5,0.474576969
16124,1489961,5,0.278451524
16125,2181492,5,0.956898864
16126,2181527,5,0.861251073
16127,2181531,5,0.896577737
16128,2181663,5,0.850888469
16129,2181666,5,0.622838853
16130,2181697,5,0.440626853
16131,2181780,5,0.773605176
16132,2181792,5,0.893601572
16133,2181879,5,0.372679962
16134,2181956,5,0.957483182
16135,2182120,5,0.606874476
16136,2785561,5,0.527844515
16137,3019397,5,0.387164621
16138,3293316,5,0.472723905
16139,3345482,5,0.664718065
16140,5068130,5,0.971165372
16141,5755945,5,0.707529036
16142,5874231,5,0.442177168
16143,6985632,5,0.452403954
16144,7722896,5,0.519389905
16145,8135159,5,0.296780081
16146,8180903,5,0.499268369
16147,8238292,5,0.828330225
16148,8469799,5,0.41780201
16149,9138263,5,0.685598608
16150,10280675,5,0.42243208
16151,11343572,5,0.707798384
16152,13476545,5,0.574975752
16153,13512755,5,0.654092292
16154,14281789,5,0.526835359
16155,14423119,5,0.671755189
16156,15284446,5,0.610088498
16157,16234643,5,0.514790404
16158,16313575,5,0.616108999
16159,17130320,5,0.346567513
16160,17496267,5,0.40747559
16161,18033224,5,0.470333066
16162,18169149,5,0.667333024
16163,18827650,5,0.578594948
16164,19341808,5,0.917326842
16165,19928607,5,0.309895396
16166,20792045,5,0.329776841
16167,22564811,5,0.501452537
16168,24334674,5,0.87571622
16169,26931182,5,0.38282676
16170,28173793,5,0.754951354
16171,29723305,5,0.499689738
16172,30143422,5,0.51166485
16173,33387039,5,0.521435613
16174,34077541,5,0.58938945
16175,34761826,5,0.421545132
16176,36465228,5,0.820714728
16177,38762004,5,0.712544232
16178,39089871,5,0.51564885
16179,40029077,5,0.678754335
16180,41700713,5,0.477810107
16181,41896044,5,0.669737491
16182,43173595,5,0.694761372
16183,43960806,5,0.415810909
16184,44799187,5,0.412279013
16185,48172286,5,0.412337508
16186,48946385,5,0.977147412
16187,49117021,5,0.2616341
16188,49487794,5,0.67342554
16189,49706943,5,0.811894789
16190,50509304,5,0.730773156
16191,50667096,5,0.360931922
16192,51712551,5,0.951837373
16193,51951780,5,0.71326345
16194,52963258,5,0.706901715
16195,54685809,5,0.520006406
16196,55075095,5,0.424079615
16197,55146320,5,0.55628392
16198,57318592,5,0.367423208
16199,57820266,5,0.652222271
16200,58282188,5,0.490198618
16201,59385549,5,0.349316664
16202,59853266,5,0.911582144
16203,61389977,5,0.515493063
16204,61764140,5,0.340632191
16205,62596511,5,0.771242922
16206,64600762,5,0.857628432
16207,66888096,5,0.436848797
16208,67413056,5,0.638286121
16209,68830710,5,0.66250023
16210,69039104,5,0.466020536
16211,70320986,5,0.520157708
16212,71685223,5,0.328302001
16213,72253767,5,0.457945712
16214,72662670,5,0.58572622
16215,74109743,5,0.65541578
16216,74507406,5,0.469205075
16217,75671087,5,0.680155888
16218,75680639,5,0.549094463
16219,76584909,5,0.354659969
16220,76584913,5,0.354659969
16221,79948775,5,0.333470849
16222,81147744,5,0.862121457
16223,81446900,5,0.375667056
16224,82284629,5,0.894734904
16225,83614963,5,0.741432965
16226,83675720,5,0.457168799
16227,83747601,5,0.818850243
16228,84712244,5,0.744844705
16229,84869375,5,0.595428151
16230,84882264,5,0.602403399
16231,86665843,5,0.597411549
16232,87278919,5,0.883213324
16233,87665206,5,0.490500116
16234,87665207,5,0.490500116
16235,89498561,5,0.778014955
16236,89942516,5,0.899822874
16237,90376166,5,0.728361092
16238,90471996,5,0.490439067
16239,91084792,5,0.264070899
16240,91274030,5,0.327837954
16241,92819650,5,0.556100913
16242,92883897,5,0.391672679
16243,92932172,5,0.407404438
16244,93858966,5,0.476907617
16245,94139120,5,0.482049549
16246,94277279,5,0.351322396
16247,97622924,5,0.628646921
16248,97626326,5,0.640681989
16249,99606356,5,0.678157208
16250,99619661,5,0.457678543
16251,452381,5,0.599735278
16252,1831312,5,0.407711751
16253,2181474,5,0.697692519
16254,2181544,5,0.828959102
16255,2181655,5,0.46119383
16256,2181678,5,0.915677584
16257,2181798,5,0.94007726
16258,2181818,5,0.61475169
16259,2181847,5,0.871947446
16260,2181869,5,0.346884304
16261,2181895,5,0.459183042
16262,2181916,5,0.750633201
16263,2181952,5,0.552985766
16264,2182018,5,0.765196622
16265,2182027,5,0.724393426
16266,2182051,5,0.521037933
16267,2182056,5,0.673875968
16268,2182128,5,0.754394203
16269,2476173,5,0.517444537
16270,2825098,5,0.526518461
16271,3029413,5,0.790199236
16272,3078769,5,0.569535016
16273,3257774,5,0.480102693
16274,6109193,5,0.518800724
16275,6749720,5,0.97400697
16276,7281843,5,0.700882376
16277,7393870,5,0.684275128
16278,7628050,5,0.538388885
16279,7631413,5,0.405627016
16280,10193896,5,0.792984768
16281,10251143,5,0.554706262
16282,11087120,5,0.737476455
16283,11248772,5,0.548365322
16284,12228731,5,0.769077294
16285,12289450,5,0.772398461
16286,12312973,5,0.728105774
16287,12374342,5,0.3455794
16288,14197918,5,0.565227543
16289,16251679,5,0.578701873
16290,16548471,5,0.45887738
16291,17798440,5,0.686417149
16292,17842151,5,0.844851786
16293,18845883,5,0.301587903
16294,18926651,5,0.337967007
16295,19508428,5,0.836121465
16296,19508429,5,0.836121465
16297,19862084,5,0.811738593
16298,20369989,5,0.728617151
16299,20493681,5,0.451184349
16300,21747646,5,0.902511298
16301,22515976,5,0.423586866
16302,24386873,5,0.448899336
16303,26494283,5,0.593131338
16304,27150293,5,0.736768751
16305,27173227,5,0.463407548
16306,27731580,5,0.567530459
16307,27923179,5,0.345681592
16308,28007545,5,0.544417564
16309,28686129,5,0.548241812
16310,28855173,5,0.585065686
16311,29533813,5,0.545772024
16312,29924346,5,0.568812526
16313,30161856,5,0.781353646
16314,30531093,5,0.300325686
16315,30671418,5,0.496254322
16316,31399630,5,0.395812498
16317,31667768,5,0.756143454
16318,33152206,5,0.564682281
16319,33386026,5,0.691656335
16320,34492602,5,0.661419674
16321,35560328,5,0.448265537
16322,37088296,5,0.893556458
16323,38584515,5,0.648873555
16324,38696430,5,0.568248347
16325,38774109,5,0.405176429
16326,39829537,5,0.833748897
16327,39936255,5,0.392994817
16328,40959191,5,0.59774933
16329,40959192,5,0.59774933
16330,41340469,5,0.48763759
16331,41689531,5,0.651880165
16332,41973688,5,0.466565808
16333,42230393,5,0.341761765
16334,42668982,5,0.505117495
16335,44553804,5,0.651342329
16336,44662476,5,0.662687736
16337,45103413,5,0.508215266
16338,45469858,5,0.614497896
16339,46143079,5,0.383118969
16340,46338922,5,0.872409018
16341,46524538,5,0.50639535
16342,47158138,5,0.570152059
16343,47187547,5,0.64692211
16344,47934347,5,0.559397383
16345,48062393,5,0.441548327
16346,48318966,5,0.597164658
16347,48391414,5,0.551342765
16348,48689011,5,0.889671293
16349,49103018,5,0.505663135
16350,49207912,5,0.767047669
16351,49825193,5,0.60668248
16352,50272890,5,0.944841928
16353,50940827,5,0.494539264
16354,51414076,5,0.563702843
16355,51499491,5,0.423875259
16356,53825051,5,0.486487713
16357,54900255,5,0.331520844
16358,55224799,5,0.602180373
16359,56032545,5,0.897243766
16360,56960578,5,0.69931432
16361,57858245,5,0.62532193
16362,58290593,5,0.734045202
16363,58969576,5,0.514965734
16364,59039994,5,0.48735231
16365,59278172,5,0.457112221
16366,59881641,5,0.632261643
16367,60455285,5,0.467088132
16368,60839010,5,0.626382723
16369,62449536,5,0.475217711
16370,62581687,5,0.881240273
16371,63028383,5,0.838001433
16372,63232351,5,0.264254259
16373,64104621,5,0.723510058
16374,64734302,5,0.598893932
16375,65079310,5,0.594287967
16376,65292435,5,0.66386076
16377,65417393,5,0.602823332
16378,66470844,5,0.704563168
16379,66511068,5,0.761274266
16380,66899299,5,0.350746962
16381,67608943,5,0.421070446
16382,69418910,5,0.356838441
16383,69467315,5,0.549128338
16384,69881145,5,0.813198992
16385,70362464,5,0.311613443
16386,71163341,5,0.803743187
16387,72071786,5,0.215375643
16388,72153291,5,0.533562287
16389,73217474,5,0.788725522
16390,73926773,5,0.335376028
16391,74106426,5,0.387208136
16392,74207554,5,0.522673493
16393,76731886,5,0.530607315
16394,77982045,5,0.936613716
16395,78355630,5,0.787459824
16396,78616000,5,0.734712206
16397,78725607,5,0.438104507
16398,79706402,5,0.765886909
16399,79912587,5,0.510854308
16400,80395317,5,0.642044851
16401,80670841,5,0.666151008
16402,80754364,5,0.273548997
16403,80939495,5,0.696277389
16404,81366914,5,0.847929436
16405,81899519,5,0.877471105
16406,82288123,5,0.332877863
16407,83661365,5,0.903946571
16408,83873964,5,0.320273826
16409,84648410,5,0.725307056
16410,85724628,5,0.331160552
16411,87316414,5,0.800569146
16412,88825335,5,0.709604044
16413,88835295,5,0.395577495
16414,89476440,5,0.412948905
16415,90265515,5,0.515776109
16416,90544789,5,0.556788087
16417,91135169,5,0.574658713
16418,92614378,5,0.876550785
16419,92624610,5,0.294343403
16420,94100891,5,0.854792416
16421,94852165,5,0.91329031
16422,95228789,5,0.582448124
16423,95544289,5,0.572965192
16424,95812171,5,0.459676348
16425,95868617,5,0.805262417
16426,95949827,5,0.258861483
16427,96047295,5,0.881689058
16428,96104499,5,0.897648182
16429,96368718,5,0.622711924
16430,96535432,5,0.478308575
16431,97552779,5,0.591985186
16432,97561588,5,0.334955213
16433,97931558,5,0.458051771
16434,1411956,5,0.840085112
16435,1676368,5,0.580777654
16436,2181504,5,0.966848731
16437,2181510,5,0.413986488
16438,2181516,5,0.646866563
16439,2181682,5,0.72440915
16440,2181753,5,0.887246277
16441,2181848,5,0.647207849
16442,2181866,5,0.827722041
16443,2181868,5,0.339745073
16444,2181900,5,0.893816993
16445,2181944,5,0.555320554
16446,2181963,5,0.642143942
16447,2181972,5,0.509528628
16448,2182041,5,0.470889472
16449,2182119,5,0.574771067
16450,2315387,5,0.623762831
16451,2455901,5,0.267788299
16452,2851441,5,0.572269726
16453,2989129,5,0.443079884
16454,6505748,5,0.289792616
16455,6950912,5,0.317552915
16456,7373717,5,0.467769151
16457,7886169,5,0.564721975
16458,8382151,5,0.534477951
16459,8422864,5,0.728828743
16460,9473728,5,0.780785687
16461,9482981,5,0.752404801
16462,9842269,5,0.551221077
16463,10249762,5,0.737808784
16464,10487960,5,0.620506385
16465,11265108,5,0.432071307
16466,11806795,5,0.604953076
16467,11904755,5,0.346484584
16468,11961757,5,0.571746139
16469,12196151,5,0.911008466
16470,12267439,5,0.572868302
16471,12288428,5,0.57121089
16472,12838546,5,0.422014376
16473,13061121,5,0.381979824
16474,13926101,5,0.536897737
16475,15236305,5,0.59216712
16476,15507235,5,0.279890402
16477,15883056,5,0.567303503
16478,16101964,5,0.398100099
16479,19147198,5,0.454896645
16480,19321782,5,0.328084584
16481,19479727,5,0.399610969
16482,19569801,5,0.446032815
16483,20418042,5,0.768111793
16484,21352970,5,0.658275401
16485,21422832,5,0.638956805
16486,21424199,5,0.530474837
16487,21430111,5,0.291757967
16488,21928090,5,0.4214905
16489,22020073,5,0.518827344
16490,22021070,5,0.473458917
16491,22040582,5,0.332663107
16492,22279656,5,0.397422018
16493,22699945,5,0.48196149
16494,24063911,5,0.411125348
16495,24621710,5,0.482234952
16496,24733453,5,0.705128424
16497,25169650,5,0.52279198
16498,26327594,5,0.707042944
16499,26602776,5,0.311712147
16500,26658587,5,0.364352217
16501,27073846,5,0.57055835
16502,27138687,5,0.377302034
16503,27783932,5,0.423071786
16504,28008023,5,0.556541438
16505,28750777,5,0.38136108
16506,30763969,5,0.541643771
16507,30981987,5,0.5734663
16508,31667550,5,0.541125116
16509,32205435,5,0.719652573
16510,32317995,5,0.694301367
16511,32450996,5,0.647848442
16512,32535654,5,0.339928233
16513,32827942,5,0.521584948
16514,33337323,5,0.739363346
16515,33492560,5,0.514924097
16516,33917102,5,0.656679571
16517,34198909,5,0.652598759
16518,36142594,5,0.298138219
16519,36394264,5,0.688424415
16520,36731961,5,0.737062444
16521,37042555,5,0.482905767
16522,37651408,5,0.82054189
16523,38132798,5,0.728650317
16524,38332761,5,0.388558726
16525,38781013,5,0.808976322
16526,39051636,5,0.376445523
16527,39501406,5,0.92556714
16528,39520754,5,0.784653035
16529,39722097,5,0.363238635
16530,40796585,5,0.621522325
16531,41426492,5,0.551350226
16532,41524388,5,0.442525072
16533,43461791,5,0.275937135
16534,43605954,5,0.498429853
16535,43962322,5,0.456913962
16536,44135923,5,0.652925545
16537,45448917,5,0.476864683
16538,45719645,5,0.791199237
16539,45908918,5,0.452722444
16540,46596779,5,0.396243139
16541,46828454,5,0.540316364
16542,48745033,5,0.548439716
16543,49001008,5,0.684109861
16544,49104069,5,0.672866251
16545,49183691,5,0.368086369
16546,49936400,5,0.581166046
16547,50867705,5,0.553892894
16548,51159083,5,0.331915557
16549,53727174,5,0.889964742
16550,54306176,5,0.897857537
16551,54601561,5,0.323198197
16552,54796159,5,0.38607308
16553,54847880,5,0.618034063
16554,54863567,5,0.555145076
16555,55489804,5,0.454343955
16556,55900039,5,0.537274228
16557,56612482,5,0.544832187
16558,56688889,5,0.62527491
16559,57407852,5,0.317087303
16560,57600550,5,0.291303756
16561,57660714,5,0.925005465
16562,59223200,5,0.463742895
16563,59473531,5,0.475267096
16564,60790609,5,0.469544744
16565,61075847,5,0.589235808
16566,61675716,5,0.432031953
16567,61683373,5,0.917520737
16568,62615979,5,0.275457337
16569,63077045,5,0.511763502
16570,63545372,5,0.460857805
16571,64603963,5,0.646045434
16572,65212640,5,0.839492442
16573,65315926,5,0.597322561
16574,66005550,5,0.973292552
16575,66448864,5,0.566782824
16576,66915080,5,0.386778981
16577,67063396,5,0.65418299
16578,68216563,5,0.95531789
16579,68547789,5,0.64828981
16580,68622134,5,0.603597802
16581,69861809,5,0.702301545
16582,70797078,5,0.866809816
16583,71178972,5,0.787958521
16584,71593418,5,0.474468747
16585,72144251,5,0.513425137
16586,72418366,5,0.250313769
16587,72499845,5,0.229123314
16588,72695304,5,0.792681065
16589,73521494,5,0.547387483
16590,73885737,5,0.37650896
16591,74062368,5,0.534181653
16592,74494972,5,0.96420023
16593,76330068,5,0.467066436
16594,78107827,5,0.420604646
16595,80759561,5,0.266694603
16596,81879741,5,0.509106465
16597,82598349,5,0.441344423
16598,83023503,5,0.64654869
16599,84653287,5,0.871110581
16600,85918590,5,0.68656261
16601,86750936,5,0.977832278
16602,86874690,5,0.809890792
16603,87724336,5,0.947877502
16604,88921044,5,0.73122501
16605,89126580,5,0.983028631
16606,89173002,5,0.470608459
16607,89344233,5,0.674451039
16608,89497875,5,0.895088952
16609,89906723,5,0.637192203
16610,92263484,5,0.331713067
16611,92394536,5,0.440478496
16612,93443924,5,0.927512963
16613,95034506,5,0.706657534
16614,99268926,5,0.888986886
16615,1367192,5,0.554266045
16616,1864850,5,0.814141928
16617,2103966,5,0.573255093
16618,2181468,5,0.686999435
16619,2181496,5,0.640285381
16620,2181514,5,0.605123682
16621,2181517,5,0.724803669
16622,2181518,5,0.859972176
16623,2181540,5,0.469411301
16624,2181651,5,0.801592436
16625,2181659,5,0.894252473
16626,2181665,5,0.534352969
16627,2181667,5,0.737034649
16628,2181677,5,0.842192338
16629,2181680,5,0.736371571
16630,2181723,5,0.69328483
16631,2181738,5,0.795383632
16632,2181768,5,0.858276253
16633,2181785,5,0.874952334
16634,2181794,5,0.69830756
16635,2181795,5,0.749304435
16636,2181820,5,0.842350629
16637,2181835,5,0.731091811
16638,2181844,5,0.734717962
16639,2181853,5,0.933365527
16640,2181863,5,0.630201079
16641,2182001,5,0.963930341
16642,2182009,5,0.57793618
16643,2182046,5,0.46368928
16644,2182055,5,0.772824886
16645,2182062,5,0.872483109
16646,2182065,5,0.674121337
16647,2182099,5,0.489684079
16648,2182136,5,0.891563259
16649,2182138,5,0.529365843
16650,2185212,5,0.851270221
16651,2185215,5,0.851270221
16652,2349162,5,0.636647958
16653,2434682,5,0.559266096
16654,2449310,5,0.435193514
16655,2458173,5,0.432390633
16656,2788329,5,0.351409762
16657,3162698,5,0.442760964
16658,3218992,5,0.543624755
16659,5154468,5,0.730028846
16660,5381835,5,0.519918976
16661,5840796,5,0.476373849
16662,6488537,5,0.813846446
16663,6701896,5,0.538064539
16664,6847034,5,0.723534748
16665,8362420,5,0.568562051
16666,9319047,5,0.454981348
16667,9824818,5,0.7507681
16668,10319784,5,0.580172088
16669,10407725,5,0.792495695
16670,10451130,5,0.657875616
16671,10918955,5,0.493788732
16672,11100323,5,0.847693484
16673,11398731,5,0.536432768
16674,11400129,5,0.544478728
16675,11674808,5,0.382574236
16676,11692497,5,0.616748545
16677,12183447,5,0.387477791
16678,12495225,5,0.773538897
16679,13064965,5,0.494602176
16680,13395974,5,0.702542226
16681,14718382,5,0.661345774
16682,14847329,5,0.532806602
16683,15309423,5,0.324731165
16684,15372631,5,0.292309156
16685,15435473,5,0.809510748
16686,15765250,5,0.430971711
16687,16099545,5,0.548561685
16688,16472305,5,0.317674943
16689,18507442,5,0.404947403
16690,19875290,5,0.362631085
16691,19911009,5,0.354236836
