project_id,family_id,depth,stars,forks,active_forks,users_repo,users_also_in_family,age,followers_repo,followers_family,followers_outside,pr_repo,pr_family,pr_repo_comments,pr_family_comments,pr_repo_code_comments,pr_family_code_comments,issue_repo,issue_family,issue_outside,issue_comments_repo,issue_comments_family,issue_comments_outside,issue_subscribed_repo,issue_subscribed_family,issue_subscribed_outside,issue_unsubscribed_repo,issue_unsubscribed_family,issue_unsubscribed_outside,issue_closed_repo,issue_closed_family,issue_closed_outside,issue_reopened_repo,issue_reopened_family,issue_reopened_outside,issue_referenced_repo,issue_referenced_family,issue_referenced_outside,issue_assigned_repo,issue_assigned_family,issue_assigned_outside,issue_mentioned_repo,issue_mentioned_family,issue_mentioned_outside,pr_mentioned_repo,pr_mentioned_family,pr_mentioned_outside,issue_mentioned_unique_repo,issue_mentioned_unique_family,issue_mentioned_unique_outside,pr_mentioned_unique_repo,pr_mentioned_unique_family,pr_mentioned_unique_outside,issue_repo_pos,issue_repo_neg,issue_family_pos,issue_family_neg,issue_outside_pos,issue_outside_neg,pr_repo_pos,pr_repo_neg,pr_family_pos,pr_family_neg,pr_repo_code_pos,pr_repo_code_neg,pr_family_code_pos,pr_family_code_neg
64240275,38091986,1,0,0,0,1,0,664,0,0,8,0,1,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.6,-1,1,-1,1.1818,-1.3636
64242295,22094578,1,0,0,0,1,0,663,0,0,140,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.4545,-1.1818,1,-1,1,-1
64244645,47958210,1,0,0,0,1,0,663,0,0,68,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,2,-1.2,1,-1,1,-1
64260062,7266288,1,0,0,0,2,1,662,0,0,203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64304972,515933,1,0,0,0,2,1,662,0,0,204,0,2,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.3,-1.3,1,-1,1,-1
64337110,64337110,0,495,241,53,12,10,662,3,10,1675,10,197,16,590,2,401,47,46,215,181,141,782,119,15,40,0,0,1,210,8,50,6,0,2,16,8,3,18,0,0,119,15,40,0,0,0,83,12,32,0,0,0,1.2902,-1.1843,1.3877,-1.2026,1.2949,-1.2015,1.0732,-1.0976,1.2781,-1.1144,1,-1,1.1247,-1.0753
64340523,19801837,1,0,0,0,1,0,662,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1.3333,1,-1,1,-1
64374451,515933,1,1,1,0,2,1,661,0,0,205,1,2,0,30,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.2941,-1.2647,1,-1,1,-1
64376779,16166949,1,0,0,0,3,2,661,0,0,221,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1.5,-1,1,-1,1,-1,1,-1
64393003,6681796,1,0,0,0,2,1,661,0,0,202,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.3333,-1,1,-1,1,-1
64401647,4899123,1,0,0,0,2,1,661,0,0,206,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.75,-1,1,-1,1,-1
64408984,11721331,1,0,0,0,2,1,661,0,0,207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1.5,1,-1,1,-1,1,-1
64431417,3828093,1,0,0,0,2,1,661,0,0,202,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64437281,125754,1,0,0,0,1,0,661,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.3333,-1,1,-1,1,-1
64453189,11706,2,0,0,0,2,1,660,0,0,211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64453989,64337110,1,0,0,0,2,2,660,0,6,1066,0,77,0,194,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.2754,-1.1168,1,-1,1.1079,-1.0504
64458033,11575029,1,0,0,0,1,0,660,0,0,53,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1.3333,1,-1,1,-1
64469948,15821416,1,0,0,0,1,0,660,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64473363,15119196,1,0,0,0,1,0,660,0,0,9,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.6667,-1,1,-1,1,-1
64476178,56272278,1,0,0,0,2,1,660,0,0,273,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.4444,-1.1111,1,-1,1,-1
64476205,9695785,1,0,0,0,1,0,660,0,0,25,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.625,-1.375,1,-1,1,-1
64490676,11721331,1,0,0,0,2,1,660,0,0,202,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.1667,-1,1,-1,1,-1
64504074,12296277,1,0,0,0,1,0,660,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,2.3333,-1,1,-1,1,-1
64504556,38061671,1,0,0,0,2,1,660,0,0,221,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.2,-1,1,-1,1,-1
64511998,64337110,1,0,0,0,1,1,660,0,1,47,0,11,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.1053,-1.1053,1,-1,1,-1.1111
64516038,64079259,1,0,0,0,1,0,660,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64516092,1591231,1,0,0,0,1,0,660,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64519050,3828093,1,1,1,1,2,1,660,0,1,209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64526631,125754,1,0,0,0,1,0,660,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64564337,19801837,1,0,0,0,2,1,659,0,0,22,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.3636,-1,1,-1,1,-1
64565208,22094578,1,1,0,0,2,1,659,0,0,212,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.25,-1,1,-1,1,-1
64571507,4793779,2,0,0,0,1,0,659,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64581773,64581773,0,22,20,10,7,5,659,2,2,341,1,43,0,81,0,214,37,2,3,46,9,22,8,1,2,0,0,0,29,1,1,1,0,0,1,0,0,2,1,0,8,1,2,0,0,0,7,1,2,0,0,0,1.0952,-1.1048,1,-1.1538,1.2308,-1.3077,1,-1,1.1688,-1.1063,1,-1,1.0386,-1.0483
64586327,515933,1,0,0,0,2,1,659,0,0,204,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.4444,-1.2222,1,-1,1,-1
64591064,11721331,1,0,0,0,4,3,659,0,0,206,0,24,0,145,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.1084,-1.0936,1,-1,1.0909,-1.0909
64591074,23613092,1,0,0,0,2,1,659,0,0,202,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.3333,-1,1,-1,1,-1
64606960,31013930,1,0,0,0,2,1,659,0,0,203,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64611013,52271362,1,0,0,0,1,1,659,0,0,29,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64612853,11706,2,0,0,0,2,1,659,0,0,213,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64613992,3828093,1,0,0,0,3,3,659,0,4,243,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64616798,41486206,1,0,0,0,2,1,659,0,0,206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64625912,8630296,1,0,1,1,2,1,659,0,0,223,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64626293,43639034,1,0,1,0,1,0,659,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64636213,11706,2,0,0,0,2,1,658,0,0,204,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64638349,52271362,1,0,0,0,1,1,658,0,0,39,0,4,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.2143,-1.3571,1,-1,1,-1
64644359,41486206,1,0,0,0,1,0,658,0,0,938,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.5,-1,1,-1,1,-1
64655987,14559745,1,0,0,0,2,1,658,0,0,205,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.3333,-1,1,-1,1,-1
64680950,11244276,1,0,0,0,1,0,658,0,1,7,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.3333,-1,1,-1,1,-1
64688777,46934664,1,0,0,0,1,1,658,0,0,92,1,4,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.6897,-1.3103,1,-1,1.25,-1
64692279,19439200,1,0,1,1,2,1,658,0,0,202,1,2,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1.4286,-1.2143
64693797,135384,1,0,0,0,2,1,658,0,0,202,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.25,-1,1,-1,1,-1
64697107,31013930,1,0,0,0,2,1,658,0,0,203,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.3333,-1,1,-1,1,-1
64698765,3828093,2,0,0,0,2,1,658,0,1,414,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64700860,46132201,1,0,0,0,1,0,658,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64702606,46934664,1,0,0,0,1,0,658,0,1,26,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.375,-1,1,-1,1,-1
64726020,3828093,1,0,0,0,2,1,657,0,1,211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64729228,28111628,1,0,0,0,2,1,661,0,0,202,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64736779,3828093,1,0,0,0,2,0,657,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64744178,3828093,1,0,0,0,2,2,657,0,0,209,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64744919,64079259,1,0,0,0,1,0,657,0,0,52,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64862866,52271362,1,0,0,0,1,1,655,0,0,12,0,2,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1.2222,1,-1,1,-1
64872771,193612,1,0,0,0,2,1,655,0,0,231,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1.1,1,-1,1,-1
64877675,20007018,1,0,1,0,1,1,655,0,0,2,0,4,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.6316,-1.2105,1,-1,1.4375,-1.1875
64888211,9934070,1,1,1,1,3,2,655,0,0,203,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64890342,220102,1,0,0,0,2,1,655,0,0,202,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.6667,-1.1667,1,-1,1,-1
64894619,9934070,2,0,0,0,1,1,655,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64902326,223065,3,0,0,0,1,0,655,0,0,5,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.1429,-1.1429,1,-1,1,-1
64919836,31013930,1,0,0,0,2,1,655,0,0,203,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.3333,-1,1,-1,1,-1
64954844,9695785,1,0,0,0,1,0,654,0,0,5,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.375,-1.125,1,-1,1,-1
64970970,11443129,1,0,0,0,1,0,654,0,1,113,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.6667,-1,1,-1,1,-1
64972296,7657266,1,0,0,0,1,0,654,0,0,5,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.1667,-1.1667,1,-1,1,-1
64973206,22100412,1,0,0,0,2,1,654,0,0,256,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.5,-1,1,-1,1,-1
64980992,31241874,1,0,0,0,1,0,654,0,0,5,0,3,0,25,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.3214,-1.2857,1,-1,1.25,-1.125
64981838,1341241,1,0,0,0,1,0,654,0,0,906,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
64989127,3828093,1,0,0,0,2,1,654,0,0,202,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
65048823,65048823,0,764,51,24,2,2,1239,1,7,148,1,43,0,113,0,14,136,112,153,459,459,642,48,16,31,0,0,0,284,30,55,8,0,1,3,1,2,0,0,0,48,16,31,0,0,0,33,13,24,0,0,0,1.3121,-1.324,1.3333,-1.3137,1.4168,-1.3377,1,-1,1.2811,-1.2432,1,-1,1.2143,-1.0714
65061525,20007018,1,0,0,0,2,1,653,0,0,215,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.3333,-1,1,-1,1,-1
65072540,31247093,1,0,0,0,2,1,653,0,0,451,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.3333,-1,1,-1,1,-1
65076622,135384,1,0,0,0,2,1,653,0,0,202,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.3333,-1,1,-1,1,-1
65078786,30016798,1,0,0,0,1,0,653,0,0,8,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.6,-1,1,-1,1,-1
65090816,60222331,1,0,0,0,2,1,653,0,0,202,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.1111,-1,1,-1,1,-1
65108585,21515885,1,0,0,0,2,1,653,0,0,219,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.3333,-1,1,-1,1,-1
65110287,11575029,1,0,0,0,1,0,653,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1.5,1,-1,1,-1
65110900,30556180,1,0,0,0,1,1,653,0,0,29,0,1,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1.2727,-1.0909
65111537,2307060,1,0,0,0,2,1,653,0,0,290,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.3333,-1,1,-1,1,-1
65122367,11721331,1,0,0,0,2,2,652,0,0,306,0,13,0,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1.1167,-1.0833,1,-1,1,-1
65145857,52271362,1,0,0,0,2,2,652,0,0,203,0,30,0,3,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1.0833,1,-1,1.0388,-1.0777
65147055,3085101,2,0,0,0,2,1,652,0,0,204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
